100,,,,
46,59,70,77,96
1,10,6,15,3
2,10,9,20,2
3,9,23,29,5
4,4,8,14,4
5,12,10,3,5
6,3,28,26,1
7,6,12,16,4
8,3,4,10,1
9,22,21,19,5
10,7,24,26,1
11,20,17,25,4
12,23,4,13,4
13,13,28,14,5
14,17,4,12,2
15,4,7,7,3
16,13,11,15,4
17,10,9,4,1
18,30,16,24,1
19,6,3,22,2
20,11,29,24,1
21,3,14,2,5
22,20,2,27,3
23,2,22,15,3
24,22,28,5,4
25,1,10,30,5
26,30,11,8,2
27,15,15,27,4
28,30,6,6,1
29,15,7,12,4
30,29,23,11,5
31,16,14,23,3
32,5,10,25,5
33,17,14,4,4
34,25,21,18,2
35,21,10,21,2
36,12,4,21,2
37,19,17,15,1
38,21,19,11,5
39,8,25,2,1
40,13,11,10,4
41,16,23,30,1
42,9,22,8,2
43,3,6,21,2
44,25,21,2,1
45,10,5,19,5
46,16,16,28,5
47,25,29,30,5
48,4,26,7,3
49,3,14,19,4
50,14,21,21,5
