146,,,,
82,99,128,137,142
1,5,6,15,3
2,11,2,10,4
3,8,13,11,5
4,13,8,5,4
5,8,0,14,5
6,13,6,15,1
7,8,2,9,2
8,18,14,7,3
9,7,8,9,4
10,13,5,6,5
11,18,4,9,2
12,12,1,10,4
13,19,4,10,1
14,18,7,7,4
15,10,2,8,2
16,13,10,13,3
17,17,9,8,2
18,15,2,12,3
19,5,10,14,1
20,7,4,10,5
21,12,5,10,2
22,17,9,13,5
23,5,8,11,1
24,14,13,14,2
25,17,13,7,1
26,18,0,11,2
27,20,12,15,5
28,17,9,9,5
29,15,11,10,5
30,10,1,11,5
31,17,11,7,2
32,6,14,10,1
33,17,4,7,5
34,10,11,13,2
35,16,0,14,4
36,9,10,14,1
37,20,10,9,5
38,8,7,9,1
39,17,11,6,5
40,14,14,14,4
41,7,8,13,3
42,7,12,12,2
43,10,4,12,3
44,10,10,10,3
45,17,10,12,1
46,12,9,14,2
47,11,2,11,2
48,7,2,5,5
49,7,11,14,4
50,6,1,15,4
51,17,15,9,3
52,8,2,5,2
53,18,15,8,4
54,9,15,6,5
55,10,2,11,5
56,9,4,12,5
57,18,6,15,5
58,9,0,7,2
59,20,9,13,2
60,19,1,10,4
