83,,,,
54,59,67,76,82
1,5,14,14,5
2,17,8,12,3
3,19,12,8,5
4,15,2,10,4
5,19,0,6,2
6,11,8,14,4
7,14,6,13,1
8,8,3,7,2
9,14,0,6,1
10,14,6,10,4
11,11,10,12,2
12,20,14,12,4
13,14,1,7,4
14,6,5,11,5
15,5,6,7,4
16,11,1,5,2
17,7,1,14,3
18,16,7,9,1
19,7,2,15,5
20,9,2,9,5
21,10,8,7,1
22,6,4,9,2
23,10,4,11,2
24,17,8,5,3
25,11,11,15,3
26,11,8,12,4
27,17,11,6,5
28,9,15,7,2
29,19,0,10,3
30,16,4,11,2
31,5,11,13,5
32,14,8,6,1
33,15,11,9,2
34,18,14,5,2
35,13,11,12,2
36,17,13,8,4
37,15,9,9,4
38,18,12,13,2
39,8,2,13,4
40,15,9,8,2
41,16,15,11,3
42,13,14,11,1
43,16,3,6,2
44,14,0,13,3
45,13,7,7,4
46,13,0,11,4
47,15,8,7,2
48,20,10,11,3
49,12,6,15,3
50,13,1,5,3
51,6,9,10,1
52,8,2,12,1
53,18,4,10,4
54,16,15,5,3
55,12,7,10,3
56,18,6,11,4
57,5,3,5,4
58,12,15,13,3
59,18,7,15,5
60,18,12,8,4
61,17,4,14,5
62,19,10,9,3
63,16,2,9,5
64,16,8,7,2
65,15,12,9,1
66,12,4,6,2
67,12,6,13,1
68,12,0,9,4
69,19,6,12,3
70,20,12,8,4
71,19,15,7,5
72,17,5,8,3
73,17,2,5,4
74,9,3,13,5
75,13,1,7,4
76,10,12,8,4
77,10,6,5,5
78,13,6,15,5
79,18,6,14,3
80,10,0,11,3
