146,,,,
24,43,90,117,141
1,10,11,13,4
2,10,12,12,3
3,17,4,7,5
4,9,18,7,4
5,13,10,12,3
6,9,9,11,1
7,7,0,1,5
8,14,3,8,2
9,6,19,5,3
10,6,18,13,1
11,15,8,4,2
12,11,1,12,2
13,18,15,12,5
14,7,20,4,1
15,5,13,15,4
16,18,6,7,5
17,11,16,7,1
18,6,8,7,2
19,20,20,7,5
20,14,14,13,3
21,19,8,11,1
22,20,2,13,2
23,16,17,7,1
24,5,12,12,1
25,13,10,6,5
26,15,2,10,3
27,19,5,3,2
28,6,14,1,3
29,12,12,5,5
30,10,14,5,1
31,10,18,7,1
32,17,11,8,5
33,13,2,12,1
34,6,12,12,3
35,13,0,13,1
36,18,4,3,5
37,12,14,1,3
38,13,17,9,2
39,9,6,5,5
40,12,7,14,5
