83,,,,
54,59,67,76,82
1,6,10,22,5
2,28,13,42,3
3,8,10,42,5
4,38,2,12,4
5,38,42,9,2
6,14,26,28,4
7,33,41,41,1
8,11,49,1,2
9,18,20,45,1
10,30,3,40,4
11,40,33,49,2
12,7,25,24,4
13,38,33,26,4
14,10,45,49,5
15,23,17,35,4
16,7,47,47,2
17,6,50,18,3
18,45,3,47,1
19,15,20,29,5
20,43,25,23,5
21,28,18,41,1
22,18,8,33,2
23,49,6,43,2
24,34,34,21,3
25,35,13,29,3
26,15,38,2,4
27,20,6,49,5
28,21,30,45,2
29,28,3,43,3
30,22,22,15,2
31,28,18,9,5
32,17,47,21,1
33,48,18,16,2
34,46,50,14,2
35,36,14,22,2
36,45,30,32,4
37,21,34,46,4
38,17,11,40,2
39,29,34,12,4
40,5,34,29,2
41,44,36,44,3
42,16,33,23,1
43,47,5,29,2
44,25,33,45,3
45,31,38,32,4
46,1,49,22,4
47,12,47,20,2
48,42,30,34,3
49,42,20,3,3
50,43,39,21,3
