107,,,,
1,93,97,103,104
1,11,15,10,1
2,6,16,1,1
3,20,18,4,1
4,17,16,8,1
5,8,13,5,2
6,18,16,7,3
7,13,11,15,4
8,16,0,14,1
9,16,0,14,2
10,11,12,5,3
11,12,11,6,4
12,15,3,8,2
13,14,1,13,5
14,20,14,15,4
15,8,13,13,3
16,14,2,9,3
17,7,7,5,3
18,19,20,3,2
19,9,15,15,4
20,8,5,2,1
21,13,13,9,2
22,13,11,13,4
23,12,18,12,4
24,18,16,2,3
25,13,19,11,5
26,17,19,8,3
27,17,19,5,1
28,20,11,7,1
29,13,5,3,5
30,13,1,9,5
31,14,9,7,3
32,15,14,4,3
33,7,9,6,4
34,19,10,2,1
35,5,20,9,4
36,12,9,12,3
37,15,10,15,3
38,6,19,2,4
39,15,14,7,1
40,8,12,10,4
