155,,,,
54,61,68,137,153
1,8,15,6,1
2,9,15,10,2
3,12,5,11,5
4,16,5,5,5
5,13,3,14,1
6,16,10,9,4
7,9,7,7,2
8,13,7,14,4
9,11,0,10,2
10,15,0,5,4
11,20,15,11,5
12,20,7,15,4
13,6,3,14,2
14,19,14,12,3
15,17,14,9,5
16,15,8,13,4
17,8,0,6,2
18,6,3,11,1
19,12,11,12,5
20,11,8,10,1
21,16,2,8,5
22,19,9,6,3
23,19,2,5,5
24,18,13,13,3
25,9,11,9,2
26,19,11,9,4
27,20,5,6,1
28,20,13,12,1
29,7,3,15,1
30,9,7,7,1
31,6,1,6,2
32,7,10,5,4
33,6,7,6,5
34,13,12,5,3
35,5,1,12,1
36,11,10,5,1
37,13,7,6,3
38,5,4,8,5
39,5,12,9,5
40,8,3,7,4
41,17,12,6,3
42,11,11,14,2
43,16,11,6,4
44,13,11,6,1
45,20,14,10,2
46,18,15,12,1
47,13,13,8,4
48,15,8,13,2
49,12,1,7,4
50,20,8,6,5
51,18,0,6,2
52,10,15,15,4
53,15,15,8,2
54,7,4,11,1
55,5,13,8,2
56,15,3,14,2
57,14,7,13,5
58,18,10,5,5
59,8,7,13,2
60,17,9,6,4
61,8,10,8,5
62,13,3,7,5
63,11,10,8,1
64,18,3,5,1
65,12,7,8,1
66,6,5,14,4
67,18,12,15,4
68,6,7,15,1
69,17,4,14,2
70,11,11,14,5
