61,,,,
19,25,44,46,49
1,19,3,2,1
2,18,5,4,1
3,15,19,6,2
4,16,16,7,3
5,15,10,9,3
6,17,18,1,5
7,8,20,6,2
8,11,5,7,5
9,20,13,6,5
10,15,5,8,4
11,7,15,5,3
12,9,1,15,5
13,10,13,10,4
14,11,18,6,2
15,19,14,14,5
16,5,10,11,2
17,6,7,3,1
18,9,18,2,5
19,16,8,4,4
20,14,10,5,3
21,20,9,5,3
22,7,3,14,1
23,9,9,6,1
24,19,12,13,4
25,14,13,12,3
26,10,15,5,1
27,9,11,13,4
28,9,12,12,3
29,19,0,13,1
30,9,14,2,1
31,14,15,9,4
32,18,0,14,4
33,10,20,9,3
34,16,19,7,2
35,15,3,7,5
36,5,6,7,1
37,11,7,15,5
38,16,14,10,2
39,5,4,1,5
40,9,2,5,2
