100,,,,
32,42,52,87,94
1,5,11,10,1
2,18,12,19,5
3,13,13,27,4
4,6,6,29,1
5,28,2,13,1
6,4,17,18,2
7,29,24,17,4
8,5,7,7,5
9,13,5,15,1
10,23,6,5,3
11,30,18,5,5
12,5,17,23,3
13,19,29,22,1
14,17,15,24,5
15,4,12,7,4
16,7,9,20,3
17,17,20,23,2
18,24,25,28,4
19,21,24,5,3
20,13,18,28,3
21,19,5,18,1
22,30,12,5,4
23,20,4,20,2
24,15,7,10,2
25,2,17,9,3
26,28,15,14,4
27,23,1,28,2
28,2,29,21,5
29,25,28,28,5
30,12,21,4,5
31,20,22,20,3
32,25,10,13,5
33,18,15,19,3
34,12,26,14,2
35,16,23,25,2
36,22,12,8,4
37,8,5,30,4
38,30,24,18,3
39,1,26,17,4
40,18,24,4,4
41,13,14,6,3
42,12,11,13,5
43,19,20,30,2
44,17,17,13,1
45,26,20,13,3
46,3,22,12,4
47,1,27,25,5
48,10,15,16,5
49,13,16,26,1
50,13,22,12,5
