188,,,,
108,149,165,179,187
1,14,0,7,4
2,16,5,11,5
3,7,15,8,3
4,11,10,12,1
5,19,7,5,4
6,15,4,9,5
7,7,11,6,5
8,12,3,13,4
9,11,13,10,2
10,20,0,9,1
11,20,10,14,4
12,11,5,12,2
13,20,7,7,1
14,12,9,15,4
15,20,13,12,5
16,6,2,14,1
17,7,7,15,2
18,20,8,8,1
19,19,0,12,4
20,13,11,9,3
21,5,2,11,3
22,17,14,12,2
23,18,10,7,4
24,10,13,5,3
25,14,12,8,4
26,9,4,7,4
27,13,0,5,4
28,7,4,10,1
29,15,0,10,4
30,14,10,9,1
31,20,1,5,2
32,7,6,8,1
33,7,10,11,4
34,12,6,8,3
35,17,3,9,4
36,12,0,15,3
37,13,15,15,5
38,6,5,12,1
39,19,12,13,3
40,18,9,7,1
41,14,13,10,5
42,20,1,14,3
43,5,5,8,2
44,6,2,7,3
45,10,10,9,5
46,7,10,13,3
47,10,5,11,3
48,9,5,13,3
49,19,7,15,4
50,5,2,5,3
