100,,,,
16,28,39,78,96
1,26,13,27,3
2,27,3,19,2
3,1,18,22,1
4,6,10,13,4
5,25,22,14,2
6,30,13,10,5
7,11,24,12,5
8,28,17,25,4
9,28,25,22,1
10,14,23,18,4
11,8,6,15,3
12,15,29,26,4
13,5,25,22,3
14,23,21,18,5
15,23,10,19,1
16,16,6,6,3
17,18,28,25,1
18,29,8,8,5
19,30,10,9,3
20,28,29,19,3
21,9,25,27,4
22,17,12,30,3
23,24,1,17,1
24,18,2,9,5
25,27,7,2,3
26,16,12,2,2
27,2,11,14,2
28,20,5,8,3
29,1,22,1,1
30,5,8,11,5
31,25,24,24,2
32,29,15,25,1
33,10,3,8,4
34,6,30,18,3
35,18,23,3,3
36,19,26,23,1
37,12,1,18,2
38,8,16,4,3
39,10,17,18,2
40,19,28,7,2
